epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,362.528,1.89228,4.92183,1.6211,0.0007,0.19266,0.00073,0.00034,1.64117,5.48929,1.65018,2e-05,2e-05,2e-05
